"doctor","num_visit"
"Michele Lewis","1"
"Sarah Soto","1"
"Candace Burke","1"
"Dr. Jessica Mckenzie","1"
"Evan Calderon","1"
"Mark Bell Jr.","1"
"Alexandra Mcdonald","1"
"Tara Butler","1"
"Ashley Garza","1"
"Lorraine Randolph","1"
"Eric Gutierrez","1"
"Jeanette Berry","1"
"Sheila Valencia","1"
"Pamela Mills","1"
"Stacy Potter","1"
"Holly Baker","1"
"Nathan Cole","1"
"Lauren Shepard","1"
"Jessica Schultz","1"
"Cynthia Johnston","1"
"Jessica Frank","1"
"Shawn Johnson","1"
"Eric Maynard","1"
"Michael Rollins","1"
"Anthony Humphrey","1"
"Andrew Allen","1"
"Lauren Callahan","1"
"John Huffman","1"
"Connie Hernandez","1"
"Mark Manning","1"
"Marcus Rogers","1"
"Nicole Velazquez","1"
"Jordan Navarro","1"
"Samuel Clayton","1"
"Cody Morgan","1"
"Amber Yang","1"
"Charles Krueger","1"
"Jaclyn Schultz","1"
"Morgan Brown","1"
"Adrian Warren","1"
"Ricky Cole","1"
"Melanie Steele","1"
"Maurice Landry","1"
"Brittany Velasquez","1"
"Mrs. Kristen Jones","1"
"Michael Hester","1"
"Heather Ibarra","1"
"Misty Hardin","1"
"Adriana Duncan","1"
"Lawrence Coleman","1"
"Diane Anderson DDS","1"
"Mark Miranda","1"
"Jonathan Freeman","1"
"Travis White","1"
"Marvin Lynch","1"
"Jeffrey Mcdonald","1"
"Melanie Perez","1"
"David Shaw","1"
"Rachael Martinez","1"
"Nancy Roberts","1"
"Katherine Adams","1"
"Annette Sparks","1"
"Patrick Forbes","1"
"Mrs. Crystal Alvarado DVM","1"
"Corey Ramirez","1"
"Ashlee Rasmussen","1"
"Latasha Juarez","1"
"Cheyenne Young","1"
"Teresa Hess","1"
"Jocelyn Adams","1"
"Kristin Myers","1"
"Julie Baker","1"
"Sonya Olson","1"
"Donna Walsh","1"
"Kevin Dixon","1"
"Robert Levine","1"
"Karen Acosta","1"
"Jason Rojas","1"
"Alicia Downs","1"
"Kristin Hodge","1"
"Stefanie Lawson","1"
"Susan Rodriguez","1"
"Jonathan Hicks","1"
"Colleen Parker","1"
"Gabrielle Patel","1"
"Rebecca Little MD","1"
"Meghan Hall","1"
"Chase Costa","1"
"Kendra Baker","1"
"Carrie Torres","1"
"Thomas Armstrong","1"
"Randy Sexton","1"
"Linda Peterson","1"
"Samuel Bright","1"
"Yolanda Simon","1"
"Lisa Parks","1"
"Brianna Lee","1"
"Richard Howell","1"
"Crystal Maldonado MD","1"
"Emma Morrison DDS","1"
"Deanna Rogers","1"
"Cody Richmond","1"
"Tonya Brandt","1"
"Dr. Joshua Smith","1"
"Christine Fernandez","1"
"Justin Cain","1"
"Kristen Roberts","1"
"Kenneth Vargas","1"
"Hannah Patel","1"
"Jennifer Baxter","1"
"Donald Nguyen","1"
"Beth Barnett","1"
"Angel Larsen","1"
"Christine Barrett","1"
"Kaitlyn Mccarty","1"
"Pamela Holloway","1"
"Lynn Guerrero","1"
"Ashley Chen","1"
"Kylie Noble","1"
"Tiffany Daniel","1"
"Kathleen Gomez","1"
"Francisco James","1"
"Vickie Sanders","1"
"Susan Russell","1"
"Lydia Lopez","1"
"Mark Vega","1"
"Jesse Vincent","1"
"Tyler Garcia","1"
"Francisco Bender","1"
"Stephen Lawson","1"
"Sharon Williams","1"
"Joseph Mason","1"
"Angel Davis","1"
"Mike Ferguson","1"
"Veronica Rosales","1"
"Colleen Barton","1"
"Mrs. Anne Simpson MD","1"
"Whitney Parker","1"
"Sydney Wilson","1"
"Matthew Burns","1"
"Tracy Rice","1"
"Chelsea Gonzalez","1"
"Nathan Castillo","1"
"Laura Hunt","1"
"Kenneth Dougherty","1"
"Paula Murray","1"
"Tom Mcconnell","1"
"Jorge Smith PhD","1"
"Claudia Fitzpatrick","1"
"Grace Williams","1"
"Sabrina Huff","1"
"Susan Vargas","1"
"Miss Lisa Jefferson","1"
"Jesus Washington","1"
"Stephanie Mitchell","1"
"Katherine Richard","1"
"Mallory Lowery","1"
"Sue Nguyen","1"
"Mrs. Erin Robinson","1"
"Joseph Fuentes","1"
"Madeline Pace","1"
"Garrett Alvarado","1"
"Elaine Moore","1"
"Erin Rodriguez","1"
"Andrew Rogers","1"
"Douglas Martinez","1"
"Daniel Tran","1"
"Loretta Johnson","1"
"Kevin Carlson","1"
"Brian Stewart","1"
"Hector Kirk","1"
"Roger Bates","1"
"Benjamin Marshall","1"
"Shelly Meadows","1"
"Patty Durham","1"
"Linda Gilbert","1"
"Kim Booth","1"
"David Martinez DDS","1"
"David Leblanc","1"
"Roberta Osborne","1"
"Gregory Salinas","1"
"Angela Hughes","1"
"Katie Dillon","1"
"Marc Castaneda","1"
"Adam Pineda","1"
"Brooke Brooks","1"
"George Grimes","1"
"Shannon Patterson","1"
"Kathryn Owens","1"
"Ariel Burke","1"
"Craig Choi","1"
"Eric Nelson","1"
"Lee Johnson","1"
"Alicia Pierce","1"
"Tiffany Powell","1"
"Evan Poole","1"
"Kim Miller","1"
"Sonya Graves","1"
"Devon Garner","1"
"Benjamin Walker","1"
"Amanda Beltran","1"
"Alison Krause","1"
"Bill Harris","1"
"Cynthia Shaffer","1"
"Robert Payne","1"
"Tommy Larsen","1"
"Caitlyn Barker","1"
"Shelby Huffman","1"
"Kristine Harrington","1"
"Andrew Ford","1"
"Nicholas Davenport","1"
"Robert Dennis","1"
"Martha Potts","1"
"Justin Payne","1"
"Richard Webster","1"
"Catherine Rice","1"
"Caroline Watson","1"
"Roy Jones","1"
"Elizabeth Brady","1"
"Todd Richardson","1"
"Jacqueline Hudson","1"
"Julia Reeves","1"
"Nancy Hicks","1"
"Ashley Williamson","1"
"Cheryl Campbell","1"
"Brian Macdonald","1"
"Alexander Briggs","1"
"Teresa Patton","1"
"Craig Chapman","1"
"Matthew Andrade","1"
"Randall Powers","1"
"Cameron Chavez","1"
"Cameron Mcintyre","1"
"Debra Haynes","1"
"Matthew Austin","1"
"Sheila Walker","1"
"Joanna Park","1"
"Anthony Wagner","1"
"Lori Reed","1"
"Robert Christian","1"
"Kathryn Martinez","1"
"Brittany Bryant","1"
"Joshua Warner","1"
"Amy Davenport","1"
"Christopher Hull","1"
"Jasmine Edwards","1"
"Patrick Benson","1"
"Amanda Tran","1"
"Deanna Le","1"
"Elizabeth George","1"
"Michelle Payne","1"
"Justin Rich","1"
"Bryan Ferrell","1"
"Robyn Allen","1"
"Amy Hughes","1"
"Megan Mccarthy","1"
"Meagan Lewis","1"
"Thomas Valenzuela","1"
"Leroy Sanchez","1"
"Holly Morton","1"
"Travis Thomas","1"
"Katherine Mclaughlin","1"
"Amanda Woodward","1"
"Tiffany White","1"
"Stacey Gonzalez","1"
"Ryan Quinn","1"
"Kayla Gay","1"
"Richard Gonzalez","1"
"Michael Blair","1"
"Stacey Lewis","1"
"Sheena Weaver","1"
"Kelly Barnett","1"
"Michelle Rhodes","1"
"Haley Richards","1"
"Tina Lynn","1"
"Zachary Whitaker","1"
"Katie Ellis","1"
"Megan Gill","1"
"Teresa Thornton DVM","1"
"Danny Wells","1"
"Kenneth Hampton","1"
"Chad Kelley","1"
"Ms. Monica Andrews","1"
"Allen Mendez","1"
"Dalton Ross","1"
"Robert Hoover","1"
"Melinda Haley","1"
"Bridget Jacobs","1"
"Derek Mcneil","1"
"Erin Little","1"
"Gary Leonard","1"
"Allison Nguyen","1"
"Jason English","1"
"John Douglas","1"
"Elizabeth Macias","1"
"Holly Townsend","1"
"Peter Hancock","1"
"Teresa Harper","1"
"Dennis Ingram","1"
"Shirley Oneill","1"
"Tyler Dawson","1"
"Mr. Thomas Perry PhD","1"
"Harry Greene","1"
"Frederick Thomas","1"
"Daniel Russell","1"
"Aaron Manning","1"
"Sharon Mercado","1"
"James Vang","1"
"Bryce Mason","1"
"Lisa Howard","1"
"Calvin Miller","1"
"Emily Nguyen","1"
"Kristen Burgess","1"
"Kerry Miller","1"
"Kathryn Cole","1"
"Larry Lopez","1"
"Travis Barry","1"
"Jacqueline Allen","1"
"Sean Grant","1"
"Charles Reid","1"
"Jason Bailey","1"
"Lance Mcdonald","1"
"Brenda Lewis","1"
"Mrs. Jasmine Wood","1"
"Frank Quinn DVM","1"
"Steven Rios","1"
"April Velazquez","1"
"Alison Garrison","1"
"Taylor Dyer","1"
"Alicia White","1"
"Jimmy Cross","1"
"Ashley Lopez","1"
"Monica Cooper","1"
"Brian Jacobs","1"
"Brenda Huynh","1"
"Brenda Reyes MD","1"
"Sylvia Lopez","1"
"Paul Morgan","1"
"Jennifer Rocha","1"
"Casey Stone","1"
"Gregory Murphy","1"
"Kristopher Henderson","1"
"Stacy Hernandez","1"
"Jay Moore","1"
"Bryan Robertson","1"
"Danielle Ewing","1"
"Edward Fox","1"
"Travis Dominguez","1"
"Alexandra Knapp","1"
"James Morrison DVM","1"
"Michelle Baker","1"
"Savannah Hernandez","1"
"Deborah Graham","1"
"Mark Hawkins","1"
"Lindsey Perez","1"
"Jordan Grant","1"
"Keith Meyer","1"
"George Meyer","1"
"Kyle Rodriguez","1"
"Daniel Curry","1"
"John Lewis DDS","1"
"Amy Stone MD","1"
"Samuel Ortiz","1"
"Julie Carpenter","1"
"Janet Pratt","1"
"Nicole Singleton","1"
"Linda Bernard","1"
"Pedro Gonzalez","1"
"Jamie Nunez","1"
"Isabel Blanchard","1"
"Fernando Gonzalez","1"
"Ashley Stanley","1"
"Jacob Morales","1"
"Mr. Michael Jordan","1"
"Mark Patel","1"
"Jennifer Bryant","1"
"Gerald Sweeney","1"
"Brandon Ballard","1"
"Johnny Sanchez","1"
"Theresa Warren","1"
"Elizabeth Sharp","1"
"Sandra Phelps","1"
"Justin Alvarado","1"
"Christina Robertson","1"
"Cynthia Lewis","1"
"Tammy Stevenson","1"
"Gregory Shannon","1"
"Michael Mcintyre","1"
"Donald Young DDS","1"
"Devin Gates","1"
"Daniel Forbes","1"
"Daniel Marshall","1"
"Ashley Matthews","1"
"Kenneth Reyes","1"
"Nicholas Richardson","1"
"Linda Hill","1"
"Jennifer Haynes","1"
"Leah Gillespie","1"
"Hunter Jones","1"
"Amber Carpenter","1"
"Kenneth Hall","1"
"Kenneth Price","1"
"Tracy Pena","1"
"Tasha Hines","1"
"Savannah Kirk","1"
"Andrew Sparks","1"
"Carla Mitchell","1"
"Vickie Cross","1"
"James Valentine","1"
"Monique Newman","1"
"Connor Schaefer","1"
"Daniel Harrison","1"
"Sarah Rich","1"
"Paul Walsh","1"
"Ronald Foley","1"
"Donna Larson","1"
"Austin Sparks","1"
"Raymond Rodriguez","1"
"Dr. Jordan Bowman","1"
"Brian Morales","1"
"Craig Henderson","1"
"Austin Flores","1"
"Annette Schaefer","1"
"Patty Porter","1"
"Gary Santos","1"
"Dustin Ross","1"
"Austin Salazar","1"
"Jacob Greer","1"
"Jose Williams","1"
"Natalie Jacobs","1"
"George Griffin","1"
"Brittney Roberson","1"
"Anthony Hooper","1"
"Margaret Hardin","1"
"John Mcbride","1"
"Erica Marshall","1"
"Diana Moore","1"
"Monica Diaz","1"
"Maria Pham","1"
"John Coffey","1"
"Beth Diaz","1"
"Marc Carter","1"
"Taylor Estrada","1"
"Emily Marshall","1"
"Stacy Williams","1"
"Thomas Simmons","1"
"Kelli Brandt","1"
"Amber Bishop","1"
"Brandon Dixon","1"
"Paul Baxter","1"
"Sabrina Brown MD","1"
"Chad Walker","1"
"Ashley Knight","1"
"Chelsea Gallagher","1"
"Tyler Freeman","1"
"Johnny Lane","1"
"Amanda Taylor","1"
"Randy Harper","1"
"Mark Pierce","1"
"Tracey Martin","1"
"Charles Powell","1"
"Robert Reynolds","1"
"Lauren Hansen","1"
"Leon Brown","1"
"Debra Bullock","1"
"Frederick Pham","1"
"Patricia Stokes","1"
"Dr. Steven Vasquez","1"
"Hector Ortiz","1"
"Charles Sampson","1"
"Larry Harris","1"
"Mitchell Dean","1"
"Adriana Morrow","1"
"Jason Krueger","1"
"Eric Bolton","1"
"Sabrina Black","1"
"Shannon Cortez","1"
"Adrienne Gibson","1"
"Scott Horn","1"
"Brandon Ramos","1"
"Sara Oconnor","1"
"Joseph Walter","1"
"Jessica Mullins","1"
"Eric Lara MD","1"
"Charles Beard","1"
"Rick Russell","1"
"Hannah Morrison","1"
"Stephanie Walsh","1"
"Connie Klein","1"
"Timothy Campbell","1"
"Morgan Garcia","1"
"Nicole Manning","1"
"Emily Raymond","1"
"Yesenia Bates MD","1"
"Margaret Yu","1"
"Stephanie Reyes","1"
"Michael Warren","1"
"Mitchell Holt","1"
"Alison Trujillo","1"
"Sarah Henderson","1"
"Stephanie Calderon","1"
"Levi Thompson","1"
"Donald Gomez","1"
"Kayla Powell","1"
"Philip Thompson","1"
"Katherine Gilbert","1"
"Jackson Sanders","1"
"Tara Cooper","1"
"Thomas Perez","1"
"Debbie Ramos","1"
"Crystal Martin","1"
"Miguel Hendricks","1"
"Mr. Timothy Charles","1"
"Mark Pittman","1"
"Amanda Erickson","1"
"Tina Romero","1"
"Jack Skinner","1"
"Nicole Nolan","1"
"Alicia Allen","1"
"Lauren French","1"
"Samantha Robinson","1"
"Dr. Lisa Sloan","1"
"Vanessa Martinez","1"
"Mrs. Heidi Villa","1"
"Shawn Reyes","1"
"Micheal Burns","1"
"Cheryl Jacobson","1"
"Gregory Thomas","1"
"Rodney Moore","1"
"Brandon Pearson","1"
"Erin Cross","1"
"Jimmy Williams","1"
"Brandy Hanson MD","1"
"Lisa Fox","1"
"Jonathan Prince","1"
"Joshua Alvarez","1"
"Patricia Blankenship","1"
"Jamie Thomas","1"
"Crystal Sullivan","1"
"Kim Duke","1"
"Ricky Patel","1"
"Shannon Cameron","1"
"Jennifer Bray","1"
"Jenna Knapp","1"
"Jack Snyder","1"
"Andrew Ware","1"
"Heidi Herrera","1"
"Nathan Olson","1"
"Brianna Powers","1"
"Meagan Zhang","1"
"Hannah Jordan","1"
"Morgan Estes","1"
"Troy Davis","1"
"Jennifer Gonzales","1"
"Brianna Hooper","1"
"Gregory Nichols","1"
"Ashley Jarvis","1"
"Angela Gutierrez","1"
"Clinton Edwards","1"
"Calvin Zavala","1"
"Wayne Evans","1"
"Samuel Ho","1"
"Ashley Patterson","1"
"Justin Tyler","1"
"Michele Scott","1"
"Joe Burnett","1"
"Angel Day","1"
"Jonathan Wolf","1"
"Stephen Obrien","1"
"Stephanie Cook","1"
"Gabriel Livingston","1"
"Olivia Yates DVM","1"
"Madison Reed","1"
"Danielle Welch","1"
"Donald Sanchez","1"
"Robin Rowe","1"
"Jay Figueroa","1"
"Kristy Baker","1"
"Shannon Dawson","1"
"Holly Hernandez","1"
"Alexis Richards","1"
"Tanya Weiss","1"
"Craig Jackson","1"
"Dillon Rich","1"
"Donald Wheeler","1"
"Jonathan Booth","1"
"Kelly Waters","1"
"Ann Rose","1"
"Leslie Kennedy","1"
"Grace Rogers","1"
"Danielle Goodman","1"
"Charles Hood","1"
"Mr. Richard Nunez Jr.","1"
"Jacob Kirby","1"
"Heidi Estrada","1"
"Anne Clayton","1"
"Kathryn Wong","1"
"Dr. Debra Bryan MD","1"
"Mr. Frederick Thompson","1"
"Corey Soto","1"
"Tina Mitchell","1"
"Edward Stanley","1"
"Denise Francis","1"
"Alexandra Smith","1"
"Steven Snyder","1"
"Melissa Richards","1"
"Nancy Floyd","1"
"Annette Rush","1"
"Ralph Hunter","1"
"Adam Peterson","1"
"Brandon Price","1"
"Kimberly Burns DVM","1"
"Kaitlin Jones","1"
"Francisco Thomas","1"
"Russell Holt","1"
"Mr. Christopher Webb","1"
"Karen Fisher","1"
"Alexander Duarte","1"
"Melanie Charles","1"
"Tammy Cortez","1"
"Randy Chan","1"
"Jessica Brock","1"
"Nicholas Daniels","1"
"Jessica Neal","1"
"Claudia Stout","1"
"Elizabeth Alexander","1"
"Robert Mack","1"
"Lisa Wagner","1"
"Dr. Jeff Gilbert DVM","1"
"Earl Koch","1"
"Wesley Gill","1"
"Rachael Weiss","1"
"Scott Kane","1"
"Anthony Jarvis","1"
"Laura Wallace","1"
"Gail Wilson","1"
"Lawrence Mercer","1"
"Christopher Villarreal","1"
"Nicholas Mcpherson","1"
"Carmen Thompson","1"
"Laurie Mayo","1"
"Rita Brown","1"
"Mrs. Tina Rivera","1"
"Trevor Ballard","1"
"Miranda Mclaughlin","1"
"Kyle Wagner","1"
"Dana Harrison","1"
"Leah Russell","1"
"Darren Harper","1"
"Omar Sanchez","1"
"Regina Reilly","1"
"Gail Jackson","1"
"Lori Hendrix","1"
"Kim Galvan","1"
"Ronald Bishop","1"
"Martha Wiley","1"
"Theresa Holmes","1"
"Jeremy Cannon","1"
"Jasmine Ford","1"
"Gary Gray","1"
"Brandy Bentley","1"
"Megan Olson","1"
"Gregory Hatfield","1"
"Carl Wall","1"
"Heather Jordan","1"
"Tony Harper","1"
"Holly Chavez","1"
"Kim Rodriguez","1"
"Anita Ramos","1"
"Kevin Oconnor","1"
"Ralph Anderson","1"
"Gregory Park","1"
"Shawn Phillips","1"
"Veronica Obrien","1"
"Andrew Stout DDS","1"
"Jade Owens","1"
"David Mcdowell","1"
"Lindsay House","1"
"Frank Rivera","1"
"Teresa Baker","1"
"Jennifer Steele","1"
"Colton Baxter","1"
"Tina Mason","1"
"Troy Hart","1"
"Angel Hawkins","1"
"Beth Castillo","1"
"Mandy Wood","1"
"Lonnie Reyes","1"
"Billy Williamson","1"
"Richard Parsons","1"
"Rhonda Watson","1"
"Richard Rubio","1"
"James Arnold","1"
"Angela Odonnell","1"
"Bonnie Wyatt","1"
"Kari Sullivan","1"
"George Sanders","1"
"Douglas Martin","1"
"Steven Mclean","1"
"Kristine Buchanan","1"
"Larry Nelson","1"
"Trevor Chang","1"
"Kimberly Perkins","1"
"Christine Bennett","1"
"Jim Garcia","1"
"Megan Wilson","1"
"Dean Carson","1"
"Stephen Ward","1"
"Kirk Campbell","1"
"Jenny Rice","1"
"Amy Cline","1"
"Victoria Scott","1"
"Brett Clarke","1"
"Sophia Vasquez","1"
"Paula Kelley","1"
"Adam Henry","1"
"Mike Riley","1"
"Dawn Guzman","1"
"Erin Shepherd","1"
"Natalie Berry","1"
"Colton Thomas","1"
"Sean Moody","1"
"Natasha Garcia","1"
"Marie Roberson","1"
"Barbara Rivera","1"
"Craig Kirk","1"
"Marcus Warren","1"
"Sheila Cardenas","1"
"Brianna Howard","1"
"Adam Garza","1"
"Russell Serrano","1"
"Tina Phillips","1"
"Jill Deleon","1"
"Joseph Davidson","1"
"Daniel Vance","1"
"Scott Proctor","1"
"Randall Wilson","1"
"Kimberly Tyler","1"
"Victor Gomez","1"
"Karen Adams","1"
"Krista Perez","1"
"Luke Peters","1"
"Levi Johnson","1"
"Savannah Fuller","1"
"Aaron Harper","1"
"Noah Shah","1"
"Fernando Thompson","1"
"Michele Torres","1"
"Veronica Singleton","1"
"Glenn Wiley","1"
"Christine Morgan","1"
"Ian Miller","1"
"Charles Joseph","1"
"Nancy Castillo","1"
"Paul Harding","1"
"Marie Russell","1"
"Marco Kim","1"
"Kimberly Zhang","1"
"Colleen Rodgers","1"
"Samantha Ramirez","1"
"Louis Parks","1"
"Jeffrey Robinson","1"
"Brianna Davis","1"
"Mallory Rodriguez","1"
"George Thompson","1"
"Teresa Melton","1"
"Ryan Guerrero","1"
"Brian Pratt","1"
"John Cooley","1"
"Christopher Estrada","1"
"Alexander Parks","1"
"Emily Harrington","1"
"Victoria Hampton","1"
"Paula Fletcher","1"
"Edward Martin","1"
"Linda Harvey","1"
"Jasmine Good","1"
"Susan Fuller","1"
"Shane Lyons","1"
"Hayley Garcia","1"
"Brent Jones","1"
"Renee Nelson","1"
"Patricia Poole","1"
"Chase Rice","1"
"Michael Rubio","1"
"Glenn Olson","1"
"Michael Glass","1"
"Ms. Karen Butler","1"
"Katherine Barron","1"
"Ashley Wright","1"
"Victor Sanchez","1"
"James Cuevas","1"
"Eric Irwin","1"
"Melissa Higgins","1"
"Charles Cunningham","1"
"Connor Luna","1"
"Carlos Torres","1"
"Courtney Liu","1"
"Jamie Morales","1"
"Leah Reed","1"
"Jordan Wilson","1"
"Wanda Stark","1"
"Julie Griffin","1"
"Jeanette Lowe","1"
"Christopher Ward","1"
"Paul Sandoval","1"
"Andrea Mitchell","1"
"Mr. Ian Arroyo","1"
"Debbie King","1"
"Melinda Spencer","1"
"Jesse Montoya","1"
"Leslie Gonzales","1"
"Julie Chavez","1"
"Glenn Stevens","1"
"Jerry Payne","1"
"Lauren Oneill","1"
"Kelli Gutierrez","1"
"Angela Boyle","1"
"Richard Montoya","1"
"Connie Mcbride","1"
"Christina Schmidt","1"
"Amy Santana","1"
"Jennifer Soto","1"
"Deborah Robinson DVM","1"
"Emily Morris","1"
"Joshua Pham","1"
"Karen Stanley","1"
"Dr. Spencer Cobb","1"
"Dr. Catherine Smith DDS","1"
"Brian French","1"
"Meredith Vaughn","1"
"John Suarez","1"
"Cynthia Pratt","1"
"Bruce Cannon","1"
"Billy Williams","1"
"Angel Brown","1"
"Yolanda Johnson","1"
"Sara Morgan","1"
"Brandy Bailey","1"
"Evan Lewis","1"
"Devin Turner","1"
"Becky Garcia","1"
"Nathan Caldwell","1"
"Jessica Reyes","1"
"Alyssa Brown","1"
"Angela Best","1"
"Jonathan Peters","1"
"Dylan Thompson","1"
"Traci David","1"
"Carrie Garcia","1"
"Angelica Cooper","1"
"Larry Collins","1"
"Ronald Suarez","1"
"Hannah Rich","1"
"Randy Wheeler","1"
"Dr. Ricardo Gibson","1"
"Jamie Parker","1"
"Erika Gordon","1"
"Glenn Day","1"
"Becky Middleton","1"
"Matthew Valentine","1"
"Kelsey Curry","1"
"Matthew Richmond","1"
"Suzanne Hull","1"
"Mary Jefferson","1"
"Jessica Gonzalez","1"
"John Austin","1"
"Jeremy Charles","1"
"Sandra Fleming","1"
"Chris Ruiz","1"
"Jennifer Morales","1"
"Melanie Edwards","1"
"Richard Hicks","1"
"Alexandra Howell","1"
"Juan Brown","1"
"Sherri Johnson","1"
"Linda Huff","1"
"Nicholas Hernandez","1"
"Thomas Oconnell","1"
"Matthew Robinson","1"
"Julia Yoder","1"
"Jessica Maynard","1"
"Theresa Peterson","1"
"David Donovan","1"
"Luis Weaver","1"
"Carol Hood","1"
"Anna Kennedy","1"
"William Becker","1"
"Keith Miller","1"
"Andrew Lynch","1"
"Kaylee Smith","1"
"Dennis Soto","1"
"Lauren Hernandez","1"
"Megan Hahn","1"
"Lynn Schultz","1"
"Ms. Jennifer Roberts MD","1"
"Chelsea Merritt","1"
"Deborah Moore","1"
"Cameron Campbell","1"
"Jay Hobbs","1"
"Zachary Sullivan","1"
"Erica Jones","1"
"Laura Pollard","1"
"Kimberly Lewis","1"
"Karen Carter","1"
"Brittany Bradshaw","1"
"Sean Levine","1"
"John Brown MD","1"
"Ian Singleton","1"
"Hannah Campbell","1"
"Steven Phillips","1"
"Christopher Salazar","1"
"Adam Juarez","1"
"Lee Glover","1"
"Samuel Finley","1"
"Tanya Calhoun","1"
"Lori Roberts","1"
"Alejandro Phillips","1"
"Dillon Woods","1"
"Karen Castillo","1"
"Gabriel Hamilton","1"
"Mary Martinez","1"
"Andrew Hamilton","1"
"Austin Foster","1"
"Kenneth Ryan","1"
"Kristen Shaw","1"
"Miranda Robinson","1"
"Timothy Burke","1"
"Steven Dawson","1"
"Phillip Williams","1"
"Ray Huffman","1"
"Angela Ortega","1"
"Diane Patel","1"
"Matthew Butler","1"
"Mariah Galvan","1"
"Dennis Kelley","1"
"Melanie Payne","1"
"Shawn Shepherd","1"
"Jennifer Ortiz MD","1"
"David Reynolds","1"
"Candice Gray","1"
"Sherry Smith","1"
"Gregg Brown","1"
"Tina Swanson","1"
"Candice Stevens","1"
"Ernest Johnson","1"
"Emma Brown","1"
"Theresa Torres","1"
"Thomas Glover","1"
"Richard Ayers","1"
"Mary Montoya","1"
"Dana Miller","1"
"Timothy Young Jr.","1"
"Dawn Powell","1"
"Diane Arias","1"
"Felicia Wells","1"
"Jessica Curtis","1"
"Morgan Berry","1"
"Connie Delacruz","1"
"Mrs. Ashley Miller","1"
"Maria Webb","1"
"Crystal Turner","1"
"Tiffany Gilbert","1"
"Melissa Edwards","1"
"Alicia Taylor","1"
"Amber Harding","1"
"Juan Glass","1"
"Juan Williams","1"
"Rodney Lane","1"
"Jesse Fox","1"
"Valerie Bryant","1"
"Vicki Bond","1"
"Philip Zhang","1"
"Luis Jensen","1"
"Drew Medina","1"
"Joseph Walsh","1"
"Terry Morrow","1"
"Catherine Smith","1"
"Jacob Berry Jr.","1"
"Mr. Charles Taylor DDS","1"
"Scott Velasquez","1"
"Erin Fields","1"
"Mark Armstrong","1"
"Laura Marshall","1"
"Jasmine Garcia","1"
"Marcia Mckee","1"
"Melissa Pearson","1"
"Randy Johnson","1"
"Tony Bryant","1"
"Jared Olson","1"
"James Montgomery","1"
"Phillip Hansen","1"
"Nathan Daniels","1"
"Audrey Medina","1"
"Brandi Meadows","1"
"Ethan Ramos","1"
"Donna Lee","1"
"Paul Bowman","1"
"Brad Nixon","1"
"Patricia Macias","1"
"Diana Brown","1"
"Sandy Jones","1"
"Keith Jenkins","1"
"Isaac Miller","1"
"Renee Rogers","1"
"Bruce Kennedy","1"
"John Waller","1"
"Maria Gomez","1"
"Duane Barber","1"
"Joe Ward","1"
"Holly Daniel","1"
"Maria Grant","1"
"Chris Munoz","1"
"Danny Stone","1"
"Adriana Francis","1"
"Nicholas Rice","1"
"Brian Wilkins","1"
"Beth Baker","1"
"Brian Tate","1"
"Jacqueline Olson","1"
"Lance Good","1"
"Charles Horn","1"
"Caitlyn James","1"
"Olivia Bush","1"
"Lisa Erickson","1"
"Keith Carter","1"
"Jerry Harris","1"
"Terry Proctor","1"
"Dean Powell","1"
"Joe Jacobs DVM","1"
"Edward Foster","1"
"Roger Bradley","1"
"Julie Herrera","1"
"Micheal Hanson","1"
"Joseph Moss","1"
"Sarah Howell","1"
"Crystal Cortez","1"
"Kristen Chambers","1"
"Robert Wolfe","1"
"Lori Foster","1"
"Cheryl Hart","1"
"Shawn Alvarado","1"
"Angel Nixon","1"
"Bobby Mcclain","1"
"Dennis Murphy","1"
"Victoria Hunt","1"
"Anita Diaz","1"
"Marco Griffin","1"
"Hannah Lambert","1"
"Brianna Gibbs","1"
"Justin Patterson","1"
"Daniel Mayer","1"
"Christina Shaw","1"
"Sherry Jenkins","1"
"Lisa Hunter","1"
"Richard Baird","1"
"Evelyn Boyd","1"
"Sherri Sanchez","1"
"Barbara Garcia","1"
"Gabrielle Serrano","1"
"Jimmy Morales","1"
"Lindsay Briggs","1"
"Catherine Hines","1"
"Fernando Flowers","1"
"Bryan Pruitt","1"
"Max Tucker","1"
"Zachary Davenport","1"
"Chelsea Neal","1"
"Colleen Knight","1"
"Lauren Powers","1"
"Jaime Rich","1"
"Jesus Young","1"
"Sandra Pennington","1"
"Colleen Scott","1"
"Taylor Meyer","1"
"Pamela Moss","1"
"Jenna Crawford","1"
"Madison Mayer","1"
"Kristin Pittman","1"
"Donald Singh","1"
"Tony Anderson","1"
"Mr. David Castro DDS","1"
"Lisa Horne","1"
"Zachary Poole","1"
"Jerry Nelson","1"
"Cynthia Salazar","1"
"Scott Stephens","1"
"Vanessa Conner","1"
"Jared Prince","1"
"Tonya Barker","1"
"Catherine Hernandez","1"
"Savannah Rose","1"
"Alexander Gutierrez","1"
"Anne Greene","1"
"Jose Graham","1"
"Kevin Strickland","1"
"Anthony Stephens","1"
"Kyle Ortega DDS","1"
"Megan Kennedy","1"
"Thomas Fuentes","1"
"Randy Booth","1"
"William Livingston","1"
"Jessica Cunningham","1"
"Douglas Graham","1"
"April Fernandez","1"
"Justin Conrad","1"
"Dr. Thomas Berg","1"
"Brandon Pierce","1"
